category,faam_property,type,value,base_url,label,qualifiers
metadata,label,string,"Clavecin bien tempéré, [1re partie] pour piano. J.-S. Bach. Avec analyses et conseils sur l'interprétation par Georges Sporck.... Premier [-deuxième] recueil... [BWV 846-869]",,,
metadata,description,string,,,,
metadata,qid,externalid,,http://wwww.wikidata.org/entity/,,
metadata,nodegoat_id,id,16004006,,,
metadata,FAAM manifestation ID,id,BNF-428267676,,,
metadata,call number,string,FOL-VM12-11512 (2),,,
metadata,score format,item,ZQLNVHnN,,Polyphonic Parts,
metadata,score complexity,item,WJHHh56W,,Mechanical print,
statements,note,html,Volume 2 instead of 1 as stated in the item description in BnF.,,,
statements,editorial annotation,item,2qoBxv5j,,performance practice,
statements,editorial annotation,item,HHYqWvTC,,comparative study,
statements,editorial annotation,item,bTYqbr5b,,pointer,
statements,editorial annotation,item,cbi3YyeP,,phrase analysis,
statements,editorial annotation,item,eNyFmkHC,,fingering,
statements,editorial annotation,item,EqtAuzbH,,metronome mark,
statements,editorial annotation,item,mkCY9LDD,,tempo,
statements,editorial annotation,item,UJ57Ew5y,,musical phrasing,
statements,editorial annotation,item,7XBG3iZJ,,legato,
statements,editorial annotation,item,HKyA3Qzz,,dynamic,
statements,editorial annotation,item,eSzqVmee,,crescendo,
statements,editorial annotation,item,SRaiiKJr,,decrescendo,
statements,provenance,item,PRjsXYR5,,Bibliothèque Nationale de France,
statements,keyword,item,T9uNf9Ax,,prelude,
statements,keyword,item,YLBjfZTJ,,fugue,
statements,keyword,item,Gx3B7DJH,,early music,
statements,instrumentation,item,PyGNLcfw,,piano,
statements,musical work,item,dwdaRArz,,The Well-Tempered Clavier,
statements,agent,statement,GecAsFfL,,Johann Sebastian Bach,YvQmwaaW||
statements,agent,statement,4bJXjG2F,,Georges Sporck,6UPEJgTQ||1914
statements,agent,statement,mSjvHyCe,,Eugène Ploix Editeur,7tdgMgre|dtkJhYLf|1928
